title,company,location,remote_or_onsite,job_type,link
"Software Engineer, Computer-Using Agent",OpenAI,"Hybrid work in San Francisco, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=17a3a13971262f4e&bb=2JHxPjdJqJxq0QjGArLJKYb6bOlJuLe64v8ia-BqqOLF9Fu29OJsQki7XHfSa3K9xnfAVt4O6zR3MBdrKtKRi03xIewXZkJOC_-CTkVWq0xKWM2AqmCtdwnSRRkX_Fo2BhNCKp9PgkQ%3D&xkcb=SoAK67M3vh1MK2RM3p0HbzkdCdPP&fccid=c037aeb6086309d9&vjs=3
"Senior CAD Engineer, Custom Circuit Designers",NVIDIA,"Santa Clara, CA 95050",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=fc1c15c0b1a6b693&bb=2JHxPjdJqJxq0QjGArLJKZE2_rN37SIvaOBFv5hc7JOKpi7jX_H6X-lq-di8YLhyBMcCdjF0yJJTjnx94sL7FzAq9aNnPTbxeVBLPbJGfLkoAIMaAu4gLqJGGn_FMk5NHxEYGwuXzaU%3D&xkcb=SoC-67M3vh1MK2RM3p0GbzkdCdPP&fccid=c267f29f0f85e8b8&vjs=3
"Senior Software Engineer, Perception, Machine Learning/Computer Vision",Nuro,"Mountain View, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=1db0ccde5005ab0b&bb=2JHxPjdJqJxq0QjGArLJKTZvTN09cuzBJ6MTnJtlwr385UsvuFw_-zCD37TMTo5VEM0I0liD4fbYJnZQLhgy9RiWAIoiEMLxer3sev4t71jbD8Z6Rqp32GNVNCuXQdOSEaP_Qynb0hM%3D&xkcb=SoAj67M3vh1MK2RM3p0FbzkdCdPP&fccid=54ce3d70172499ca&vjs=3
"Sr. Product Development Engineer - AI/ML Frameworks, Python","Advanced Micro Devices, Inc","Hybrid work in San Jose, CA 95124",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=03e386db03e3bbe0&bb=2JHxPjdJqJxq0QjGArLJKQNVEMvMtTUVpz2xFX-DyH3JzztXtGq248fl04qIr3RD51zmKTCwOjHznsqWIxM5qq38Iipo0RrqE1bR6Wlju8SF0L24CNdZ3LiUb0EGJqZZFa4CwoXAs2A%3D&xkcb=SoCX67M3vh1MK2RM3p0EbzkdCdPP&fccid=b45c4b5a9c9a7448&vjs=3
CAD/ EDA 3D Methodology Design Engineer,Advanced Micro Devices,"San Jose, CA 95124 
(Cambrian Park area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=28602da1441c76ad&bb=llyD1GVR7XZD18H09ufyRmH8AJsN2TBXFtntyRq0tN-PJR3TS1fQEMZM4hLFdw2LlFjjgn72eiOdoxh0EKNdDgCPSBgjT8AxwDKenIqYWx3PrCQ18Th14dFDCfK5srrd8Q10lLj2a3g%3D&xkcb=SoDH67M3vh1LMk0HrB0LbzkdCdPP&fccid=b45c4b5a9c9a7448&vjs=3
Sr Software Engineer,Globus Medical,"Methuen, MA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=633836bc31e33339&bb=llyD1GVR7XZD18H09ufyRn8xHqiwd9Mrgf2d5QIHnpgQv47-IPMiWcIxawUzi17vswM0XzYLqgUnb-4ZHvwpMbmBjg8u9vADb6XMWoIhs-YD3ZD3wjtAEt3z0zqOEbPnqTQqT4W37yE%3D&xkcb=SoBz67M3vh1LMk0HrB0KbzkdCdPP&fccid=acac1a899b2241b4&vjs=3
AI Engineer & Researcher - CUDA/GPU Kernel,xAI,"San Francisco, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=53f2f17259ca68d6&bb=llyD1GVR7XZD18H09ufyRnV4LiY_biA2-x7pQXDyFsdhors9zQNrbDzXp-tK-XLWf4juE1nwxBD9FvfZY585R-okb57IF9K_BYsx_f9iZKJFkg_FtHN3nJHciNU_R5dirSQArpGr2_8%3D&xkcb=SoDu67M3vh1LMk0HrB0JbzkdCdPP&fccid=9ddf94ed3f86fd04&vjs=3
"Software Engineer, Ads Core Technology – Commercial Platform (CommercePack)",TikTok,"San Jose, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=f5ef8d51e0182076&bb=llyD1GVR7XZD18H09ufyRluqAtx4ORnuK6IeWo-Xf5v91KgHDzPQ067tJRF1ox-pULTLCrxB3innbhLk0lKd7irWUg2Dud-G7TocAc95G5z9fWEqmAVH4n9QulNxNJbMjmmI4uFafNE%3D&xkcb=SoBa67M3vh1LMk0HrB0IbzkdCdPP&fccid=caed318a9335aac0&vjs=3
Design Verification Engineer,Apple,"Seattle, WA 98105 
(Ravenna area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=b0186a278de86a5c&bb=llyD1GVR7XZD18H09ufyRiyrMnyIFve_Nd7sFPw24amHry2rv0fMT8xNadLw4yyFSUWLW9fPV-7NtxT8ya6cQU5_A4vGzUoH2x0SBjftRLdLzyIE3MAppat0f6ojvR_gaXTQzUXvsVs%3D&xkcb=SoDU67M3vh1LMk0HrB0PbzkdCdPP&fccid=c1099851e9794854&vjs=3
Software Engineer - Mining Autonomy,Applied Intuition,"Mountain View, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=e8577fa1246f7da6&bb=llyD1GVR7XZD18H09ufyRnd6L24oI3sLGYMV9bvrTh7ZA2N1uRtDGBJaRYdrcll4AYTKgxHcQC1oP9xPceu0OqiG1seNWfxArffa4biVk3Yanv-OAJIgzWip2jOB97PLndIqeI_mBoc%3D&xkcb=SoBg67M3vh1LMk0HrB0ObzkdCdPP&fccid=00f9ae225292fb3a&vjs=3
Staff SoC Verification Engineer,Arm,"Austin, TX 78735 
(East Oak Hill area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=d731ee7a90fa3aaf&bb=llyD1GVR7XZD18H09ufyRp7p_Wu4zTzoEEZ8LpcS5nmuNVD6PmPCdZptZvYV2geewemOklfUMpbv1xK13EGsCBXZhqLvDOYG1f48s6KXPIjRZlI84xs8C3eqTg5XtNL3WZ3UQMZPkhQ%3D&xkcb=SoD967M3vh1LMk0HrB0NbzkdCdPP&fccid=0110be8f148b4964&vjs=3
Senior Software Engineer,Adobe,"San Jose, CA 95110 
(Downtown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=0382350fd0f218c8&bb=llyD1GVR7XZD18H09ufyRnOZ_kCte9FK5R3GJtz1wl4W4FFHpwOzYzxyM4W4K_APY1vAIaH0znoOp6GVmBoFbYcDViTWBxIDu_RFS7JQoIgLKym2IldWNiPu1O7J3wSX&xkcb=SoBJ67M3vh1LMk0HrB0MbzkdCdPP&fccid=f89deb5a97c7738a&vjs=3
Software Engineer,Lockheed Martin,"King of Prussia, PA 19406",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=b8345201447d6c76&bb=llyD1GVR7XZD18H09ufyRjn8qh7cpbLJE58Gb8aFFucLA5r0vRj3qH3RCGmI-UCw4whtSJafhsxGZesNxwLtYhAw58Mz8bGAys9dtqSOtEuNvX0WTO_mcRkw9rpwoR06&xkcb=SoCg67M3vh1LMk0HrB0DbzkdCdPP&fccid=aeb15e43a6800b9d&vjs=3
Systems/GPU Research Engineer,Vast.ai,"Los Angeles, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=1ebd866a6106e392&bb=llyD1GVR7XZD18H09ufyRhd8IkJqjcEiAQMULDaphYUO20BYU5wlAfVnb7kNs7V4FGJon8hLJHNdlrcOaT7Mq8yJhixd_NOw1sMOM7QqRNEI-Tu30qKJO32Z8RL_Hqr74rbmjzs4XvA%3D&xkcb=SoAU67M3vh1LMk0HrB0CbzkdCdPP&fccid=c53638d6a8d4a3e7&vjs=3
Radar Research Engineer,KBR,"Chantilly, VA 20151",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=9bb64cd796112ecc&bb=llyD1GVR7XZD18H09ufyRtUNx72W0jdb1SN7XAocsxhJiCLGEIxq9V3e-af0KPMmq7pY-iqqFhQOfdYQBCUZImvEKB6M8afru0bI53Rfo6rDyZ09sMe2VfFcV98Fvyf4uv57llSuTco%3D&xkcb=SoCJ67M3vh1LMk0HrB0BbzkdCdPP&fccid=cbfa56f19cc95796&vjs=3
"Application Software Engineer, 3D Computer Graphics",Adobe,"San Francisco, CA 94103 
(Mission Bay area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=5e56ea1cc5e7ec2a&bb=llyD1GVR7XZD18H09ufyRkeL2YvchtuaRfRwn80NowfZdQ4K14csBrUIAxEKBddV9WOXm-PVpv_a7_IMRxDgF7Sh8AP9AgEpXBbqH7z4glElnGvR0UUBpTPxN__gWoVe&xkcb=SoA967M3vh1LMk0HrB0AbzkdCdPP&fccid=f89deb5a97c7738a&vjs=3
AWS/Python Engineer,RiskSpan,"Arlington, VA 22209 
(Radnor-Ft Myer Heights area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=ddcff592b7ff4445&bb=llyD1GVR7XZD18H09ufyRo_pSpfPn1foTHGNqL3uwK1dTIlztMKwjodKCtrfoWkKJ01YUJiWjYlOkxNkN5z2R-wB6J2IIJ3jFb3UPANerdoVxIz2hYFzJ4pvgiPoNmVcYCeWs5uK6Pk%3D&xkcb=SoCz67M3vh1LMk0HrB0HbzkdCdPP&fccid=9f7b4a9692015a8a&vjs=3
Software Engineer - Embedded Systems,Apple,"Cupertino, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=6347a5500a1292a9&bb=llyD1GVR7XZD18H09ufyRhIfwnu-VXBBv4FlvhVmghroTrLuZcJr6MbUHDzoKn0Z6rvR3i-P6V0qCmKJyUK-nJFO3DkyZMho15suKUzJ8FfTeWPVF9W56M9T96kmkX1rg_AaH9HMS9o%3D&xkcb=SoAH67M3vh1LMk0HrB0GbzkdCdPP&fccid=c1099851e9794854&vjs=3
Full-Stack Software Engineer,Macquarie Group Limited,"Houston, TX 77002 
(Downtown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=4d4d7531fc07d0f8&bb=llyD1GVR7XZD18H09ufyRrL0fFcxgXSRaTqq_R7LDYb4q52nH6i7mnYAuQG3zWJ3D-4lXY5XlVm7bvo8Kvl3W09kyNScBPgcGoqEWJpWSjMK6iJv9GtT_5OAnACMleLQxGQpz5QXM8RW-6XvA34ppQ%3D%3D&xkcb=SoCa67M3vh1LMk0HrB0FbzkdCdPP&fccid=c4fbc8d763b3f3b5&vjs=3
Sr. Software Engineer,Visionet Systems,"Cranbury, NJ 08540",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=8455b490522db5c1&bb=5DYMSKw6lgRIMoPvV1XvCKFy9UdRvDovpG-DPHDkifTKeUSJMyalgzVWkvdINuJJKEN541k3Q3_5Jbos6xPyZ3Bt-3xm3MOUPqB91Yx3AjEEYg3or5Wl7hdm856_uiZBKlCc8u5KAQo%3D&xkcb=SoBv67M3vh1KBI2EhB0LbzkdCdPP&fccid=15eb027b689bb153&vjs=3
Python Pyspark cloud Engineer,Intone Networks,"Hybrid work in Charlotte, NC",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=75f941f49d0e3656&bb=5DYMSKw6lgRIMoPvV1XvCL4M0SKsQhLKCxPWc9sx4bL31mLzElyXi3L2xL33EwYUZmWpQir1BZiNxIqoJmTX_GSzXqDrsR4R4GqIic3EfIS0UOAauXri8z-GHRlefXEVLpfE-ZkKyZc%3D&xkcb=SoDb67M3vh1KBI2EhB0KbzkdCdPP&fccid=3ed0572c448b2368&vjs=3
"Sr. Electrical Design Engineer, Low Voltage Hardware",Tesla,"Palo Alto, CA 94304",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=ac654dce71f3ec95&bb=5DYMSKw6lgRIMoPvV1XvCK0jXo6F4quJTU1B5em0VYm6NzO0goMpEF3_DufrrJAq7sb-DHeIfoW0bl9hayVTZuUESLgB8SL5KIUcCUOX-GCGd2fU4jAfEcbNCiV3K1NYpEGSZx35GUQ%3D&xkcb=SoBG67M3vh1KBI2EhB0JbzkdCdPP&fccid=86e9be6ce380173e&vjs=3
Principal Software Engineer,Stryker,"Fort Lauderdale, FL",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=328ece7cd2ba11d4&bb=5DYMSKw6lgRIMoPvV1XvCM3YiTc62-jYS8Xp-vWHQqqzn8ieFyqLB-O6zBq9E4CIezmGzZAZ32W4aDEW9id3APOizYufl3xq0HtepX5aXcXLVhTDj53K1ZshDNAJtwlXWUigTJZwkKI%3D&xkcb=SoDy67M3vh1KBI2EhB0IbzkdCdPP&fccid=9d4dbca3ed8b9cdf&vjs=3
Senior Software Engineer,Uber,"Sunnyvale, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=3e862f9070f78b0f&bb=5DYMSKw6lgRIMoPvV1XvCL4M0SKsQhLKhgG9gS3Azm8coj_K3ReYZws8QaZy6FbKyu4qWYRJ6DGEnkjvMRVVXCCSozc734ij6Ee4C3N3BSMX1Hqcrtivhsn_-oBd7uFZkxi45H8JA58%3D&xkcb=SoB867M3vh1KBI2EhB0PbzkdCdPP&fccid=f766f8bfbc3effb7&vjs=3
Physical Design and Verification Engineer,Neuralink,"Austin, TX",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=c9ee934234b23be0&bb=5DYMSKw6lgRIMoPvV1XvCKzowvG8uHcbso46hOjITRYVovNuC4tK5ijplnWP9Mp0Qb_8Jbst_bzGKxxNoQKRu3FHbC9QE45YY3Ld-TBRqoLOgEU00viiucOsTZi4b9Wx5kNRc4rvDCw%3D&xkcb=SoDI67M3vh1KBI2EhB0ObzkdCdPP&fccid=528891f1dd0f13af&vjs=3
"Software Dev Engineer, Project Kuiper",Amazon Kuiper Manufacturing Enterprises LLC,"Redmond, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=00e44d338ceb9b5a&bb=5DYMSKw6lgRIMoPvV1XvCHFKpujEv5GWFu8EOEcgcz02y4w3Y-xsYzbll1npHfp10y56KWPnbPFChiGeYNYHCBRou6AblJymjn78NLpLkBrOFjO2GesbCjswUNKhcwONdBd9PgOgKSg%3D&xkcb=SoA267M3vh1KBLWEhB0LbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3
"Sr. Design Verification Engineer, Dojo",Tesla,"Fort Collins, CO 80525",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=cf3b74889d4d8a36&bb=5DYMSKw6lgRIMoPvV1XvCNyAA2VYDQyxas2E2ELYoBkfZn4bEn--1r8opvb-pItekfmQhW1mIIqmCsl7PZDb4XXfN52gfMwaRIdCGnTynOtlWc7twXbMqs9m2iRlFmrZERKW8zGvQJ4%3D&xkcb=SoCC67M3vh1KBLWEhB0KbzkdCdPP&fccid=86e9be6ce380173e&vjs=3
Senior Embedded Software Engineer,Rockwell Automation,"Hybrid work in Mayfield Heights, OH",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=8aa87731466cb8d6&bb=5DYMSKw6lgRIMoPvV1XvCDgMLUBDL4DyrbYBTUmn5YOAT-TFDLEpC4DziGh4AN_qTM0bgtytIvAPlPYf7bZlfxeUANaUV0umhsu4-n9dNITq1VxVAjImp4W9v6KkVwZC&xkcb=SoAf67M3vh1KBLWEhB0JbzkdCdPP&fccid=a4b7e90c6a891db3&vjs=3
Application Programmer V_Python,Intone Networks,"Charlotte, NC",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=1917a016a07511ea&bb=5DYMSKw6lgRIMoPvV1XvCAGWB15zck0ImuHPzLvbGW6UAnYgS2OYLoYuMj5R6CS9UTMpmXFD1usqvxviS56tIRTMwAH0cBP4k39TOvzSqgY5slg4n_mzx-AGYA4aXeBeqpVMW_k-kbY%3D&xkcb=SoCr67M3vh1KBLWEhB0IbzkdCdPP&fccid=3ed0572c448b2368&vjs=3
Sr Software Engineer,Uber,"Sunnyvale, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=fc48d06f297697fd&bb=5DYMSKw6lgRIMoPvV1XvCKYu_2P8_ASDqPu3IEkg48p5Yi82antKFUr0NwpDv5bvJVu9vXwpzGJKjHEk6pQYxF0FelEPQ8XS3pzK5TfJ4bwnfBlsmjjAyixNrWH9kC0S9EJpUVzBSC8%3D&xkcb=SoAl67M3vh1KBLWEhB0PbzkdCdPP&fccid=f766f8bfbc3effb7&vjs=3
"Software Engineer, Senior SMC",Amentum,"Kennedy Space Center, FL 32899",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=93b95b274540822b&bb=5DYMSKw6lgRIMoPvV1XvCJpMAgytqb-z8ofeNkJwRH1e9kB-wudNI8OgI0vam5dgjdQ4A1o5jI09jdqx2KdEcBvc4wCGYD1TiqH2xNyQrH2IxFKu93ZRk_rN-YWnwyO4JcpY5MPRu8k%3D&xkcb=SoCR67M3vh1KBLWEhB0ObzkdCdPP&fccid=6cecc4f0e25b14e5&vjs=3
Customer Advocacy Engineer,Infinera,Remote,Remote,Full-time,https://www.indeed.com/rc/clk?jk=dc27ffd2bc78edf0&bb=5DYMSKw6lgRIMoPvV1XvCN_TKR0scMrNooGrbrnmwMujf7gRhfD1Y-7DSUsek4djErIcXsma7VLI0W5_cM371QMOPiUVr3ranEWxD28HIwBvUs0gi8fP2WAnW8teYLNY1BjH6H68Yco%3D&xkcb=SoAM67M3vh1KBLWEhB0NbzkdCdPP&fccid=3444e7c94299ba32&vjs=3
Software Development Engineer- Maps,Apple,"Cupertino, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=63c09fdbbcd4dd74&bb=5DYMSKw6lgRIMoPvV1XvCN_TKR0scMrN84gY-r9wZ6W0VHXNbgZQTUwnZFQCz-XnbA5pPUpOe67DeIwAxjg_PYP2-JQo2i1PyDs2PneCOdz8Y3zdh2amhp4ltmIXqGGfI5SsfbdRgBE%3D&xkcb=SoC467M3vh1KBLWEhB0MbzkdCdPP&fccid=c1099851e9794854&vjs=3
Software Engineer (Technical Leadership),Meta,"Seattle, WA 98109 
(South Lake Union area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=4f53328d3dc32b0d&bb=5DYMSKw6lgRIMoPvV1XvCAlpxx5UPqwRKxHjZbs2dUWvav7F5SGCqw_Wdho3QcQE9XVLKqyG-IhWnbgt_fvDtomY_l6pjngEOixByJ2U8WmEWCTh1wTIxz8sjduUQl6A&xkcb=SoBR67M3vh1KBLWEhB0DbzkdCdPP&fccid=ba07516c418dda52&vjs=3
Project Engineer,Aspen Technology,"Medina, MN",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=de20079a02979d1a&bb=RRgGKJz0PfmEFAVJ7qyewwEYiMQRHldHo4jkmel-5u-U3X_fDMnHw4K6UqP9lJUNFiJNUojW_u0CF5aTMC3fB2mIw09dcZrePy9vwM680h70bnBdIWKd_TCC9Ct4KchAfHE8oOCylEs%3D&xkcb=SoBS67M3vh1JB9wpSJ0LbzkdCdPP&fccid=aa61d43e9b452410&vjs=3
Sr. Python Engineer,"Raymond James Financial, Inc.","Hybrid work in Saint Petersburg, FL 33716",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=414f7b7480e1c2fa&bb=RRgGKJz0PfmEFAVJ7qyew-0yQaoJUxpENAPgdYkeQf-6qSpheDYgtW2qjAq_ME3aTzDbSjAQa09v-t3IwIq2iRUlDuZn37JZwtMnH9HVjJh-McwOqfiS89rlTmgDeofUYV28M1Yj1pw%3D&xkcb=SoDm67M3vh1JB9wpSJ0KbzkdCdPP&fccid=a29e9c4c46532426&vjs=3
Software Engineer| CoreAI Studio + Outbound Product Team,Microsoft,"Redmond, WA 98052 
(Overlake area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=f131c069cfc970ea&bb=RRgGKJz0PfmEFAVJ7qyew6HXvue2L48hL624QT2wx6Uv5ePikOAa0Lppgceo2xCiucmdn87TzQUArI--odwCsyxt-fZewZ5sZj-btLtPGLGQQx4wnvRHTJdBI6vYmufY&xkcb=SoB767M3vh1JB9wpSJ0JbzkdCdPP&fccid=734cb5a01ee60f80&vjs=3
Wireless Bluetooth Software Engineer,Tesla,"Palo Alto, CA 94304",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=0d0f2884d1810b18&bb=RRgGKJz0PfmEFAVJ7qyew-0yQaoJUxpEqv2EdqHV0lrLTazu6ju_JBmUjUnDWH5bHvOsVrMnC4gg0P_QhFKFmDpeipkTMP0qT7TZ1E1uWsY0ohXrM_1E7YehN33zV_b9rBFK6veNv9M%3D&xkcb=SoDP67M3vh1JB9wpSJ0IbzkdCdPP&fccid=86e9be6ce380173e&vjs=3
Python Development Engineer,Capgemini,"Denver, CO",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=bb0b9edfb4eea051&bb=RRgGKJz0PfmEFAVJ7qyew7ohzLDvf0jZyE9CsJ10-nGxmuzMYRlv9QLDvNhFo3z03imxyXvz0Jm-DOdXfbBLbsnnuD0uu_R6BNoUjlL_98CWxKp9Grnv9wlntttTw7v08JYrtF3uCXU%3D&xkcb=SoBB67M3vh1JB9wpSJ0PbzkdCdPP&fccid=105ecfd0283f415f&vjs=3
"Senior Engineer, Design Verification Engineering (multiple openings)",Analog Devices,"Somerset, NJ",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=56c1f954cd3ca3f9&bb=RRgGKJz0PfmEFAVJ7qyew04jakJMrss-z-8YHQsaVhFqMLntqAl9M0YLHudtMpzYx1fT0QEzHanRwS0YmahTH_4SN7OMs-88vHDtA9tZOAn8RX5jr--eAWCVgK1g-ZQ7&xkcb=SoD167M3vh1JB9wpSJ0ObzkdCdPP&fccid=795688f508690d17&vjs=3
Design Verification Engineer (Silicon Engineering),SpaceX,"Redmond, WA 
(SE Redmond area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=c32998dc6c63b574&bb=RRgGKJz0PfmEFAVJ7qyew8TvMVGytJyHDOGF50Rc9SEL3PHqmWLPkn35p57TIHPaUkonj7x0PC4BhOP9eHa5NQ3RgR-ZLmEq7k_h957iTZS1WD9hcdUhNxnZD5ER_eGVzt2ftghVwJg%3D&xkcb=SoBo67M3vh1JB9wpSJ0NbzkdCdPP&fccid=8bc01be85b97ce0d&vjs=3
"Research Engineer, On-Device Contextual AI",Oculus,"Burlingame, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=f6e634c1fb6d042a&bb=RRgGKJz0PfmEFAVJ7qyew5dJf7OoHqEtfeUJt8t9QckQtXwN_6uIGDrfd0TziTGAyf_j-fjcgzXGNRyJTLCAYQAa7ErUaGXnASsCFMnrS-Olid-SWFbAR0TwzFe2A-Pf&xkcb=SoDc67M3vh1JB9wpSJ0MbzkdCdPP&fccid=ba07516c418dda52&vjs=3
"Staff Software Engineer, EKS Reliability",Robinhood,"Hybrid work in Menlo Park, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=73038de25b3e9dbc&bb=RRgGKJz0PfmEFAVJ7qyewxT0x3kLD38cKiLqebhkgeXd0DC3QGcDe8rS8sumD8xqNOlwcJCiDxS05dJivG3HfdsscoXK_3ae7YdJ8cyoLElxl6oNgt4vBJpISU54UjniquhMBcRAAzE%3D&xkcb=SoA167M3vh1JB9wpSJ0DbzkdCdPP&fccid=fba1f219793d6b80&vjs=3
Perception Software Engineer,Lucid Motors,"Newark, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=d127bb8bbf14497d&bb=RRgGKJz0PfmEFAVJ7qyew3_c_8BLk1b0Idsqitcm1zgBKIjXub685AuKN1yWxHriZmmpbM0Fsp0OVWnx8HYlN_A_3wwiCaqe76GvJkjswz0KdpFLf7Dsv-AEZJntQOsWgNY9-_UtB9Q%3D&xkcb=SoCB67M3vh1JB9wpSJ0CbzkdCdPP&fccid=16a37eddfee06e0f&vjs=3
"Software Engineer, TikTok LIVE",TikTok,"San Jose, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=915fcbcefa56d935&bb=RRgGKJz0PfmEFAVJ7qyew5GlZ7ZikLqrCpryG3S_oJ08GDWdmgnImEHlnp7jkG2sVHMqLJKFNvO3AwOE0jDeQMFlcWGozLcdMfWqTurxw3NDe1plywzTcGT_MuI_bVZV-znOqvZpmUA%3D&xkcb=SoAc67M3vh1JB9wpSJ0BbzkdCdPP&fccid=caed318a9335aac0&vjs=3
Senior Robotics Engineer,Toyota Research Institute,"Georgetown, TX",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=ee4d133e268b4e9f&bb=RRgGKJz0PfmEFAVJ7qyew0678XicLJP7E1pRaULBiRAZwrBV7jzaXOp6sPZYSYgD4gQiN-YmYh-_Lr5KZLOd9sFD1eMM3vj950rkX5rNb-teRciS5Yu6XVCKhQbCynW_ktlEy2uPqDY%3D&xkcb=SoCo67M3vh1JB9wpSJ0AbzkdCdPP&fccid=e490ccf806951166&vjs=3
SLT Systems Software Engineer,Apple,"Cupertino, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=02205319fa0b9740&bb=RRgGKJz0PfmEFAVJ7qyew5ES_PzpT6Kc_88iZG9e2jJWTSIMaUruYeCJ5KQnNYxyFTlVahe7_EFI-CbzHqyvR8C-FUG3Z5JzEc7lkbRm0v7AUU51ojdadcP65m4bkWX-tdkllgI4HaU%3D&xkcb=SoAm67M3vh1JB9wpSJ0HbzkdCdPP&fccid=c1099851e9794854&vjs=3
Senior ASIC/VLSI Synthesis and Design Engineer,Celestial AI,"Irvine, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=4bc7916973ef64eb&bb=RRgGKJz0PfmEFAVJ7qyewwIBn0DTss3XDBGKL4LiJjXooqWaOdwyfKHDOhhxh_LJECaHK3HmLZ9R1I9h7eyGZpmBf0Tdfl7QEFgwb91HngDB9iz99_QEL0VinIF1mwLEMQ_U1wYnnSk%3D&xkcb=SoCS67M3vh1JB9wpSJ0GbzkdCdPP&fccid=dfe13749d655be05&vjs=3
CPU Systems RTL Engineer,Qualcomm,"Santa Clara, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=cfe83281d0717c49&bb=RRgGKJz0PfmEFAVJ7qyewzs2XpAbrLf9-lbKiQ3s-iGl93YqaSKZ8kc3SpyMANds-foPbrBNqTix9VTrhqcZTVwtja4UmPZqrFfBkRhDqF-HQqGkDLEdtRxLFnN0PUev&xkcb=SoAP67M3vh1JB9wpSJ0FbzkdCdPP&fccid=d40ebe11fc879426&vjs=3
"Senior Software Engineer, ASIC Verification Tools",NVIDIA,"Santa Clara, CA 95050",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=0d141eabffc3c82d&bb=a6U_LPiEUoUv0hzONZ_U0py4yN9Y32cGojj6KuImnukzK0uATO55ELSWAhbm5W5nLHBFY9KkZBeeGFTTqHN6IxNIiZy9z7bw9wpwpXgsZJOWixiKRJQoWoqh8JbxEFzANjYPanigHQo%3D&xkcb=SoC867M3vh1IDrWEmx0LbzkdCdPP&fccid=c267f29f0f85e8b8&vjs=3
Physical Design Methodology CAD Engineer,Apple,"Santa Clara, CA 95050",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=a58a50e0322fa013&bb=a6U_LPiEUoUv0hzONZ_U0pNreHH5x1oo9AgdfEYE0IPKrsb8rq6pkEAexv1QTJOiZSYgROG3OFX4cDK1BvFB_W4XLPG3LVcq5nb0Bq0lepHJnHzfCZaYS19SZFX3FtP90cTnNyc7dF4%3D&xkcb=SoAI67M3vh1IDrWEmx0KbzkdCdPP&fccid=c1099851e9794854&vjs=3
